Game,Country,Number of Users,Average Rating
Robinson Crusoe: Adventures on the Cursed Island,Moldova,1,9
Robinson Crusoe: Adventures on the Cursed Island,Netherlands,14,8.08
Robinson Crusoe: Adventures on the Cursed Island,New Zealand,7,7.07
Robinson Crusoe: Adventures on the Cursed Island,Norway,9,8.02
Robinson Crusoe: Adventures on the Cursed Island,Peru,1,9
Robinson Crusoe: Adventures on the Cursed Island,Philippines,5,7.7
Robinson Crusoe: Adventures on the Cursed Island,Poland,79,8.4
Robinson Crusoe: Adventures on the Cursed Island,Portugal,5,8.9
Robinson Crusoe: Adventures on the Cursed Island,Qatar,1,7.2
Robinson Crusoe: Adventures on the Cursed Island,Romania,6,9.42
Robinson Crusoe: Adventures on the Cursed Island,Russia,10,7.31
Robinson Crusoe: Adventures on the Cursed Island,Republic of Serbia,1,8.5
Robinson Crusoe: Adventures on the Cursed Island,Slovakia,1,10
Robinson Crusoe: Adventures on the Cursed Island,Slovenia,2,7.8
Robinson Crusoe: Adventures on the Cursed Island,South Africa,1,9
Robinson Crusoe: Adventures on the Cursed Island,South Korea,13,7.98
Robinson Crusoe: Adventures on the Cursed Island,Spain,56,7.92
Robinson Crusoe: Adventures on the Cursed Island,Sweden,14,7.7
Robinson Crusoe: Adventures on the Cursed Island,Switzerland,10,8.7
Robinson Crusoe: Adventures on the Cursed Island,Taiwan,7,8.26
Robinson Crusoe: Adventures on the Cursed Island,Thailand,3,8.5
Robinson Crusoe: Adventures on the Cursed Island,Ukraine,4,8.75
Robinson Crusoe: Adventures on the Cursed Island,USA,371,7.89
Robinson Crusoe: Adventures on the Cursed Island,Uruguay,1,9.5
Robinson Crusoe: Adventures on the Cursed Island,Venezuela,1,7
Robinson Crusoe: Adventures on the Cursed Island,Vietnam,2,8
RoboRally,Argentina,3,6.67
RoboRally,Australia,58,7.22
RoboRally,Austria,11,7.27
RoboRally,Belarus,1,8
RoboRally,Belgium,28,7.34
RoboRally,Brazil,21,7.92
RoboRally,Bulgaria,1,9
RoboRally,Canada,158,7.31
RoboRally,Chile,3,8.13
RoboRally,China,2,7.35
RoboRally,Colombia,2,7.5
RoboRally,Croatia,4,7.53
RoboRally,Czech Republic,7,8
RoboRally,Denmark,20,7.01
RoboRally,England,10,7.75
RoboRally,Estonia,3,8.6
RoboRally,Finland,23,7.5
RoboRally,France,17,7.7
RoboRally,Germany,142,8
RoboRally,Greece,22,7.98
RoboRally,Hungary,4,8
RoboRally,Iceland,1,10
RoboRally,Ireland,4,6.88
RoboRally,Israel,5,6.8
RoboRally,Italy,36,7.44
RoboRally,Japan,10,5.53
RoboRally,Latvia,1,7
RoboRally,Lithuania,2,7
RoboRally,Luxembourg,3,8.67
RoboRally,Malaysia,5,7.62
RoboRally,Mexico,3,8.33
RoboRally,Netherlands,39,7.87
RoboRally,New Zealand,10,7.27
RoboRally,Norway,18,7.59
RoboRally,Philippines,2,6.5
RoboRally,Poland,15,7.43
RoboRally,Portugal,4,6.88
RoboRally,Romania,2,8.6
RoboRally,Russia,7,6.86
RoboRally,Saudi Arabia,1,10
RoboRally,Republic of Serbia,3,7.67
RoboRally,Slovenia,1,8
RoboRally,South Africa,3,5.83
RoboRally,South Korea,11,7.64
RoboRally,Spain,47,7.26
RoboRally,Sweden,77,7.78
RoboRally,Switzerland,11,7.86
RoboRally,Taiwan,5,6.88
RoboRally,Thailand,1,6
RoboRally,Turkey,1,9
RoboRally,Ukraine,6,7
RoboRally,USA,1101,7.37
RoboRally,Venezuela,2,9.9
Roll Through the Ages: The Bronze Age,Argentina,1,8
Roll Through the Ages: The Bronze Age,Australia,24,7.03
Roll Through the Ages: The Bronze Age,Austria,6,6.65
Roll Through the Ages: The Bronze Age,Belgium,11,7.7
Roll Through the Ages: The Bronze Age,Brazil,10,6.89
Roll Through the Ages: The Bronze Age,Brunei,1,7
Roll Through the Ages: The Bronze Age,Bulgaria,1,8
Roll Through the Ages: The Bronze Age,Canada,79,7.11
Roll Through the Ages: The Bronze Age,Chile,2,7.25
Roll Through the Ages: The Bronze Age,China,6,7.03
Roll Through the Ages: The Bronze Age,Colombia,1,9
Roll Through the Ages: The Bronze Age,Czech Republic,5,6.9
Roll Through the Ages: The Bronze Age,Denmark,8,6.5
Roll Through the Ages: The Bronze Age,England,3,6.63
Roll Through the Ages: The Bronze Age,Estonia,3,6.33
Roll Through the Ages: The Bronze Age,Finland,8,6.51
Roll Through the Ages: The Bronze Age,France,15,7.68
Roll Through the Ages: The Bronze Age,Germany,81,7.4
Roll Through the Ages: The Bronze Age,Greece,7,8.27
Roll Through the Ages: The Bronze Age,Hungary,2,6.5
Roll Through the Ages: The Bronze Age,Iceland,1,7.5
Roll Through the Ages: The Bronze Age,India,1,8
Roll Through the Ages: The Bronze Age,Indonesia,2,7.75
Roll Through the Ages: The Bronze Age,Ireland,3,7.83
Roll Through the Ages: The Bronze Age,Israel,2,7.4
Roll Through the Ages: The Bronze Age,Italy,13,6.77
Roll Through the Ages: The Bronze Age,Japan,11,6.08
Roll Through the Ages: The Bronze Age,Latvia,4,7.43
Roll Through the Ages: The Bronze Age,Lithuania,1,7
Roll Through the Ages: The Bronze Age,Luxembourg,1,6
Roll Through the Ages: The Bronze Age,Malaysia,1,8
Roll Through the Ages: The Bronze Age,Mexico,2,7.5
Roll Through the Ages: The Bronze Age,Netherlands,17,7.31
Roll Through the Ages: The Bronze Age,New Zealand,8,7.04
Roll Through the Ages: The Bronze Age,Norway,12,7.28
Roll Through the Ages: The Bronze Age,Philippines,1,6
Roll Through the Ages: The Bronze Age,Poland,19,6.72
Roll Through the Ages: The Bronze Age,Portugal,4,6.6
Roll Through the Ages: The Bronze Age,Romania,3,8.07
Roll Through the Ages: The Bronze Age,Russia,3,7.67
Roll Through the Ages: The Bronze Age,Republic of Serbia,1,7
Roll Through the Ages: The Bronze Age,Slovakia,1,8
Roll Through the Ages: The Bronze Age,South Africa,1,7
Roll Through the Ages: The Bronze Age,South Korea,11,7.11
Roll Through the Ages: The Bronze Age,Spain,37,7.35
Roll Through the Ages: The Bronze Age,Sweden,12,7.27
Roll Through the Ages: The Bronze Age,Switzerland,3,7.67
Roll Through the Ages: The Bronze Age,Taiwan,8,7.15
Roll Through the Ages: The Bronze Age,Thailand,2,7.75
Roll Through the Ages: The Bronze Age,Turkey,1,7
Roll Through the Ages: The Bronze Age,USA,500,7.18
Rummikub,Argentina,1,6
Rummikub,Australia,29,5.85
Rummikub,Austria,9,6.56
Rummikub,The Bahamas,1,6
Rummikub,Belgium,26,6.28
Rummikub,Brazil,22,7.81
Rummikub,Brunei,1,6
Rummikub,Bulgaria,1,6
Rummikub,Canada,68,6.59
Rummikub,Chile,2,6
Rummikub,China,9,6.76
Rummikub,Colombia,3,8
Rummikub,Costa Rica,1,8
Rummikub,Croatia,1,9
Rummikub,Czech Republic,1,5
Rummikub,Denmark,6,6.08
Rummikub,England,5,5.8
Rummikub,Estonia,2,7.5
Rummikub,Finland,13,6.18
Rummikub,France,6,6.5
Rummikub,Germany,59,6.39
Rummikub,Greece,9,6.57
Rummikub,Guatemala,1,7
Rummikub,Hungary,6,6.75
Rummikub,India,1,8
Rummikub,Ireland,1,7
Rummikub,Israel,5,6.22
Rummikub,Italy,12,5.71
Rummikub,Japan,27,7.81
Rummikub,Latvia,2,6
Rummikub,Lithuania,3,6.33
Rummikub,Malaysia,3,6.67
Rummikub,Mexico,5,8.95
Rummikub,Netherlands,39,6.19
Rummikub,New Zealand,8,6.69
Rummikub,Norway,10,6.5
Rummikub,Peru,2,8
Rummikub,Philippines,1,8
Rummikub,Poland,39,7.26
Rummikub,Portugal,5,6.85
Rummikub,Romania,4,6.75
Rummikub,Russia,6,7.33
Rummikub,Saudi Arabia,1,7
Rummikub,Slovenia,1,6
Rummikub,South Africa,3,6
Rummikub,South Korea,26,7.92
Rummikub,Spain,58,7.11
Rummikub,Sweden,19,6.58
Rummikub,Switzerland,5,7
Rummikub,Taiwan,17,7.35
Rummikub,Thailand,1,8
Rummikub,Ukraine,1,6
Rummikub,USA,479,6.37
Rummikub,Venezuela,2,8.5
Saboteur,Argentina,10,6.7
Saboteur,Australia,47,6.9
Saboteur,Austria,7,7.29
Saboteur,Belarus,3,6.33
Saboteur,Belgium,46,7.38
Saboteur,Bolivia,1,6.5
Saboteur,Brazil,48,7.62
Saboteur,Brunei,1,8
Saboteur,Bulgaria,8,7.31
Saboteur,Canada,100,6.83
Saboteur,Chile,6,6.83
Saboteur,China,18,7.06
Saboteur,Colombia,2,7.5
Saboteur,Croatia,1,7
Saboteur,Czech Republic,5,5
Saboteur,Denmark,5,7.3
Saboteur,England,5,7.36
Saboteur,Estonia,13,7.4
Saboteur,Finland,8,7.25
Saboteur,France,28,6.7
Saboteur,Germany,66,6.52
Saboteur,Greece,38,7.08
Saboteur,Hungary,21,7.07
Saboteur,Iceland,1,6
Saboteur,India,1,6
Saboteur,Indonesia,8,8.09
Saboteur,Ireland,4,7.75
Saboteur,Israel,9,7.11
Saboteur,Italy,30,6.75
Saboteur,Japan,25,6.17
Saboteur,Latvia,11,6.94
Saboteur,Lithuania,16,7.55
Saboteur,Luxembourg,2,7
Saboteur,Malaysia,9,7.76
Saboteur,Mexico,1,9
Saboteur,Moldova,1,10
Saboteur,Netherlands,40,6.69
Saboteur,New Zealand,14,6.76
Saboteur,Norway,6,6.67
Saboteur,Peru,1,10
Saboteur,Philippines,3,6.33
Saboteur,Poland,86,7.25
Saboteur,Portugal,13,7.19
Saboteur,Romania,20,8.06
Saboteur,Russia,8,6.63
Saboteur,Saudi Arabia,1,8
Saboteur,Republic of Serbia,3,8.33
Saboteur,Slovakia,4,7.38
Saboteur,Slovenia,2,6.5
Saboteur,South Africa,2,7
Saboteur,South Korea,13,6.98
Saboteur,Spain,142,6.9
Saboteur,Sri Lanka,1,9
Saboteur,Sweden,13,7.15
Saboteur,Switzerland,4,6.63
Saboteur,Taiwan,32,7.22
Saboteur,Thailand,7,6.86
Saboteur,Turkey,2,7.25
Saboteur,Ukraine,13,7.25
Saboteur,USA,485,6.84
Saboteur,Uruguay,2,8.25
Saboteur,Venezuela,2,6.5
Saboteur,Vietnam,1,6
Saint Petersburg,Argentina,5,7.9
Saint Petersburg,Australia,43,7.6
Saint Petersburg,Austria,11,7.5
Saint Petersburg,Belgium,26,7.72
Saint Petersburg,Brazil,21,7.61
Saint Petersburg,Brunei,1,7
Saint Petersburg,Bulgaria,1,8
Saint Petersburg,Canada,88,7.46
Saint Petersburg,Chile,2,9.95
Saint Petersburg,China,17,7.85
Saint Petersburg,Colombia,1,8
Saint Petersburg,Croatia,3,7.4
Saint Petersburg,Czech Republic,14,8.5
Saint Petersburg,Denmark,11,7.44
Saint Petersburg,England,9,7.5
Saint Petersburg,Estonia,3,8.3
Saint Petersburg,Finland,19,7.33
Saint Petersburg,France,18,8.42
Saint Petersburg,Germany,131,8.19
Saint Petersburg,Greece,18,8
Saint Petersburg,Hungary,11,7.94
Saint Petersburg,India,1,7.8
Saint Petersburg,Indonesia,3,7.67
Saint Petersburg,Ireland,2,8.5
Saint Petersburg,Israel,6,7.87
Saint Petersburg,Italy,38,7.76
Saint Petersburg,Japan,28,7.16
Saint Petersburg,Latvia,6,7.8
Saint Petersburg,Lithuania,5,8.2
Saint Petersburg,Luxembourg,2,4.25
Saint Petersburg,Malaysia,4,6.75
Saint Petersburg,Mexico,2,8.35
Saint Petersburg,Netherlands,28,7.74
Saint Petersburg,New Zealand,9,7.72
Saint Petersburg,Norway,13,7.85
Saint Petersburg,Philippines,1,2
Saint Petersburg,Poland,27,7.87
Saint Petersburg,Portugal,9,8.1
Saint Petersburg,Romania,3,8
Saint Petersburg,Russia,7,7.93
Saint Petersburg,Saudi Arabia,1,9
Saint Petersburg,Republic of Serbia,1,8
Saint Petersburg,Slovakia,3,8.17
Saint Petersburg,Slovenia,2,8.5
Saint Petersburg,South Africa,3,7.33
Saint Petersburg,South Korea,28,7.94
Saint Petersburg,Spain,56,8.12
Saint Petersburg,Sweden,20,7.19
Saint Petersburg,Switzerland,8,8
Saint Petersburg,Taiwan,21,8.2
Saint Petersburg,Thailand,4,8.63
Saint Petersburg,Ukraine,2,5
Saint Petersburg,USA,641,7.46
Saint Petersburg,Venezuela,2,7
Samurai,Argentina,4,8.13
Samurai,Australia,31,7.56
Samurai,Austria,6,8.17
Samurai,Belgium,22,7.51
Samurai,Bolivia,1,10
Samurai,Brazil,31,8
Samurai,Bulgaria,2,6
Samurai,Canada,102,7.71
Samurai,Chile,4,7.38
Samurai,China,14,7.08
Samurai,Colombia,1,7.5
Samurai,Croatia,3,8.67
Samurai,Czech Republic,3,7.17
Samurai,Denmark,10,7.65
Samurai,England,3,7.83
Samurai,Estonia,3,5.83
Samurai,Finland,33,7.82
Samurai,France,16,7.59
Samurai,Germany,76,7.64
Samurai,Greece,15,7.82
Samurai,Hungary,9,7.72
Samurai,India,4,8.3
Samurai,Indonesia,1,8
Samurai,Ireland,1,8
Samurai,Israel,6,7.78
Samurai,Italy,39,7.72
Samurai,Japan,16,6.96
Samurai,Latvia,2,8.5
Samurai,Lithuania,6,8.17
Samurai,Luxembourg,1,8.5
Samurai,Malaysia,6,7.92
Samurai,Mexico,3,8.95
Samurai,Moldova,1,10
Samurai,Netherlands,17,6.99
Samurai,New Zealand,10,7.05
Samurai,Norway,10,8.1
Samurai,Philippines,1,8
Samurai,Poland,43,7.69
Samurai,Portugal,10,7.8
Samurai,Russia,5,6.4
Samurai,Slovenia,2,8.75
Samurai,South Korea,28,7.14
Samurai,Spain,74,8.15
Samurai,Sweden,21,7.22
Samurai,Switzerland,5,8
Samurai,Taiwan,13,7.53
Samurai,Thailand,8,7.49
Samurai,Turkey,1,10
Samurai,Ukraine,2,8
Samurai,USA,645,7.65
Samurai,Venezuela,1,8
San Juan,Argentina,8,8.13
San Juan,Australia,47,7.72
San Juan,Austria,12,7.5
San Juan,Belgium,33,7.83
San Juan,Brazil,25,7.9
San Juan,Brunei,1,6
San Juan,Bulgaria,2,8
San Juan,Canada,148,7.8
San Juan,Chile,7,8.29
San Juan,China,18,7.22
San Juan,Colombia,4,6.88
San Juan,Croatia,1,8.5
San Juan,Czech Republic,15,7.7
San Juan,Denmark,9,7.22
San Juan,England,7,7.89
San Juan,Estonia,5,8
San Juan,Finland,27,7.7
San Juan,France,18,8.01
San Juan,Germany,165,7.87
San Juan,Greece,17,8.05
San Juan,Hungary,11,8.18
San Juan,India,3,9
San Juan,Indonesia,3,7.83
San Juan,Ireland,7,7.43
San Juan,Israel,6,7.88
San Juan,Italy,38,7.62
San Juan,Japan,34,7.23
San Juan,Latvia,2,7
San Juan,Lithuania,1,8
San Juan,Luxembourg,3,8
San Juan,Malaysia,6,7.83
San Juan,Mexico,3,7.23
San Juan,Netherlands,45,7.91
San Juan,New Zealand,20,7.36
San Juan,Norway,13,7.78
San Juan,Philippines,3,6
San Juan,Poland,21,7.49
San Juan,Portugal,11,7.5
San Juan,Qatar,1,8
San Juan,Romania,1,8.2
San Juan,Russia,3,7.67
San Juan,Republic of Serbia,1,8.3
San Juan,Slovakia,2,7.25
San Juan,Slovenia,2,8.75
San Juan,South Africa,2,9
San Juan,South Korea,30,7.42
San Juan,Spain,76,7.65
San Juan,Sweden,35,7.06
San Juan,Switzerland,10,7.65
San Juan,Taiwan,22,7.98
San Juan,Thailand,3,7.7
San Juan,Ukraine,2,5.5
San Juan,USA,1091,7.74
San Juan,Venezuela,2,8.5
Scotland Yard,Argentina,1,6
Scotland Yard,Australia,43,6.95
Scotland Yard,Austria,13,7
Scotland Yard,Belgium,23,6.59
Scotland Yard,Brazil,36,6.73
Scotland Yard,Brunei,1,8
Scotland Yard,Bulgaria,1,6
Scotland Yard,Canada,143,6.73
Scotland Yard,Chile,3,7.17
Scotland Yard,China,6,7.17
Scotland Yard,Croatia,3,8.67
Scotland Yard,Czech Republic,2,5.25
Scotland Yard,Denmark,12,6
Scotland Yard,England,3,7.33
Scotland Yard,Estonia,3,7.33
Scotland Yard,Finland,24,6.5
Scotland Yard,France,11,6.12
Scotland Yard,Germany,127,6.77
Scotland Yard,Greece,13,6.45
Scotland Yard,Hungary,9,7.64
Scotland Yard,Iceland,2,6.5
Scotland Yard,India,3,6.33
Scotland Yard,Ireland,2,7.5
Scotland Yard,Israel,5,6.21
Scotland Yard,Italy,37,7.01
Scotland Yard,Japan,25,6.39
Scotland Yard,Kenya,1,3.5
Scotland Yard,Latvia,3,6
Scotland Yard,Lithuania,4,6.63
Scotland Yard,Luxembourg,1,7
Scotland Yard,Mexico,2,7.25
Scotland Yard,Netherlands,21,7.26
Scotland Yard,New Zealand,12,6.5
Scotland Yard,Norway,12,5.88
Scotland Yard,Poland,15,6.9
Scotland Yard,Portugal,6,6.48
Scotland Yard,Romania,2,7.75
Scotland Yard,Russia,3,7.33
Scotland Yard,Republic of Serbia,2,7
Scotland Yard,Slovakia,1,8
Scotland Yard,Slovenia,3,5.67
Scotland Yard,South Africa,2,5
Scotland Yard,South Korea,13,6.86
Scotland Yard,Spain,10,7.65
Scotland Yard,Sweden,21,6.38
Scotland Yard,Switzerland,7,6.79
Scotland Yard,Taiwan,8,7.13
Scotland Yard,Thailand,1,8.5
Scotland Yard,Ukraine,2,7
Scotland Yard,USA,599,6.82
Scrabble,Argentina,12,7.75
Scrabble,Australia,70,6.88
Scrabble,Austria,7,6.03
Scrabble,The Bahamas,1,6.75
Scrabble,Belgium,30,6.57
Scrabble,Brazil,33,7.15
Scrabble,Bulgaria,5,8.6
Scrabble,Canada,255,6.83
Scrabble,Chile,6,7.17
Scrabble,China,2,7.5
Scrabble,Colombia,2,8
Scrabble,Costa Rica,1,6
Scrabble,Croatia,3,7
Scrabble,Czech Republic,4,6.38
Scrabble,Denmark,13,6.81
Scrabble,Ecuador,1,7
Scrabble,England,9,6.94
Scrabble,Estonia,10,7.35
Scrabble,Finland,27,6.12
Scrabble,France,15,6.45
Scrabble,Germany,84,6.45
Scrabble,Greece,27,6.96
Scrabble,Guatemala,1,8
Scrabble,Hungary,17,6.74
Scrabble,Iceland,1,7.5
Scrabble,India,2,7
Scrabble,Indonesia,1,8
Scrabble,Ireland,6,6.67
Scrabble,Israel,6,7.36
Scrabble,Italy,26,6.4
Scrabble,Japan,6,7
Scrabble,Latvia,6,7
Scrabble,Lithuania,4,6.5
Scrabble,Malaysia,4,7.18
Scrabble,Mexico,15,7.41
Scrabble,Moldova,1,8
Scrabble,Netherlands,39,6.87
Scrabble,New Zealand,15,6.72
Scrabble,Norway,21,6.74
Scrabble,Peru,2,6
Scrabble,Philippines,3,7.67
Scrabble,Poland,62,6.79
Scrabble,Portugal,15,6.57
Scrabble,Qatar,1,8
Scrabble,Romania,5,7.5
Scrabble,Russia,11,6.44
Scrabble,Republic of Serbia,1,8
Scrabble,Slovakia,2,7
Scrabble,Slovenia,5,6.8
Scrabble,South Africa,4,8.25
Scrabble,South Korea,9,5.72
Scrabble,Spain,76,6.93
Scrabble,Sri Lanka,1,7
Scrabble,Sweden,32,6.2
Scrabble,Switzerland,3,7.33
Scrabble,Taiwan,1,8
Scrabble,Thailand,2,7.5
Scrabble,Turkey,2,9
Scrabble,USA,1385,6.79
Scrabble,Venezuela,1,8
Scythe,Argentina,10,8.54
Scythe,Australia,39,8.35
Scythe,Austria,7,8.29
Scythe,Belarus,1,7
Scythe,Belgium,13,8.12
Scythe,Bolivia,1,1
Scythe,Brazil,31,8.75
Scythe,Bulgaria,2,8.5
Scythe,Canada,141,8.5
Scythe,Chile,10,8.25
Scythe,China,11,7.93
Scythe,Colombia,5,9.66
Scythe,Croatia,3,8.97
Scythe,Czech Republic,8,8.75
Scythe,Denmark,6,8.4
Scythe,England,7,8.71
Scythe,Estonia,2,9.75
Scythe,Finland,8,7.69
Scythe,France,21,8.33
Scythe,Germany,74,8.38
Scythe,Greece,18,8.84
Scythe,Hungary,4,7.63
Scythe,India,1,8
Scythe,Indonesia,2,9
Scythe,Iraq,1,9
Scythe,Ireland,5,8.4
Scythe,Israel,7,8.72
Scythe,Italy,32,8.11
Scythe,Japan,17,8.68
Scythe,Latvia,5,8.3
Scythe,Lebanon,1,8
Scythe,Lithuania,6,9
Scythe,Luxembourg,2,8
Scythe,Malaysia,2,8.5
Scythe,Mexico,10,7.73
Scythe,Netherlands,18,8.51
Scythe,New Zealand,10,7.77
Scythe,Norway,8,8.38
Scythe,Paraguay,1,10
Scythe,Peru,1,10
Scythe,Philippines,8,8.44
Scythe,Poland,35,8.58
Scythe,Portugal,14,9.08
Scythe,Qatar,1,6.8
Scythe,Romania,5,9.6
Scythe,Russia,8,8.28
Scythe,Republic of Serbia,4,9
Scythe,Slovakia,1,10
Scythe,South Africa,3,8
Scythe,South Korea,8,8.19
Scythe,Spain,74,8.63
Scythe,Sri Lanka,1,8
Scythe,Sweden,17,7.85
Scythe,Switzerland,10,8.75
Scythe,Taiwan,5,6.8
Scythe,Thailand,6,7.83
Scythe,Turkey,1,9
Scythe,Ukraine,8,9.25
Scythe,USA,654,8.48
Scythe,Uruguay,1,10
Scythe,Venezuela,2,9.5
Scythe,Vietnam,1,4.48
Shadows over Camelot,Argentina,4,6.18
Shadows over Camelot,Australia,54,7.16
Shadows over Camelot,Austria,9,8.08
Shadows over Camelot,Belgium,27,7.77
Shadows over Camelot,Brazil,33,7.9
Shadows over Camelot,Brunei,1,9
Shadows over Camelot,Bulgaria,3,7.33
Shadows over Camelot,Canada,206,7.65
Shadows over Camelot,Chile,3,8
Shadows over Camelot,China,8,7.29
Shadows over Camelot,Colombia,2,9.25
Shadows over Camelot,Costa Rica,1,7
Shadows over Camelot,Croatia,2,2.65
Shadows over Camelot,Czech Republic,5,7
Shadows over Camelot,Denmark,11,7.55
Shadows over Camelot,England,7,7.79
Shadows over Camelot,Estonia,3,7
Shadows over Camelot,Finland,22,7.59
Shadows over Camelot,France,28,7.56
Shadows over Camelot,Germany,93,7.38
Shadows over Camelot,Greece,25,8.12
Shadows over Camelot,Guatemala,1,8
Shadows over Camelot,Hungary,4,6
Shadows over Camelot,India,1,8
Shadows over Camelot,Indonesia,2,7.6
Shadows over Camelot,Ireland,2,7
Shadows over Camelot,Israel,6,6.8
Shadows over Camelot,Italy,35,7.48
Shadows over Camelot,Japan,16,6.94
Shadows over Camelot,Latvia,5,7.9
Shadows over Camelot,Lithuania,4,7.5
Shadows over Camelot,Luxembourg,1,8.4
Shadows over Camelot,Macedonia,2,9.5
Shadows over Camelot,Malaysia,8,6.94
Shadows over Camelot,Mexico,3,7.67
Shadows over Camelot,Moldova,1,9
Shadows over Camelot,Mongolia,1,9
Shadows over Camelot,Netherlands,22,7.59
Shadows over Camelot,New Zealand,16,7.19
Shadows over Camelot,Norway,12,7.83
Shadows over Camelot,Peru,1,6
Shadows over Camelot,Philippines,4,7
Shadows over Camelot,Poland,24,7.2
Shadows over Camelot,Portugal,9,7.64
Shadows over Camelot,Qatar,1,6.4
Shadows over Camelot,Romania,7,8.79
Shadows over Camelot,Russia,8,6.38
Shadows over Camelot,Republic of Serbia,1,4
Shadows over Camelot,Slovenia,3,7
Shadows over Camelot,South Africa,4,7.75
Shadows over Camelot,South Korea,16,7.97
Shadows over Camelot,Spain,28,7.18
Shadows over Camelot,Sweden,23,7.68
Shadows over Camelot,Switzerland,9,7.72
Shadows over Camelot,Taiwan,10,7.9
Shadows over Camelot,Thailand,2,7.5
Shadows over Camelot,Ukraine,2,9
Shadows over Camelot,USA,1105,7.43
Shadows over Camelot,Uruguay,1,9
Shadows over Camelot,Venezuela,1,5
Shadows over Camelot,Vietnam,1,5
Sheriff of Nottingham,Argentina,3,7.7
Sheriff of Nottingham,Australia,48,7.52
Sheriff of Nottingham,Austria,1,6.5
Sheriff of Nottingham,Belarus,1,6
Sheriff of Nottingham,Belgium,10,7.26
Sheriff of Nottingham,Bolivia,2,5
Sheriff of Nottingham,Brazil,20,8.24
Sheriff of Nottingham,Bulgaria,4,7.5
Sheriff of Nottingham,Canada,105,7.7
Sheriff of Nottingham,Chile,3,6.33
Sheriff of Nottingham,China,9,6.99
Sheriff of Nottingham,Colombia,3,7.67
Sheriff of Nottingham,Croatia,3,6.4
Sheriff of Nottingham,Czech Republic,1,6
Sheriff of Nottingham,Denmark,5,6.4
Sheriff of Nottingham,Ecuador,1,7
Sheriff of Nottingham,England,5,6.18
Sheriff of Nottingham,Finland,5,7.7
Sheriff of Nottingham,France,5,7.4
Sheriff of Nottingham,Germany,24,6.77
Sheriff of Nottingham,Greece,14,7.93
Sheriff of Nottingham,Hungary,2,6.75
Sheriff of Nottingham,India,4,8
Sheriff of Nottingham,Indonesia,3,9
Sheriff of Nottingham,Iran,1,8
Sheriff of Nottingham,Ireland,4,8.25
Sheriff of Nottingham,Israel,6,7.38
Sheriff of Nottingham,Italy,6,7.73
Sheriff of Nottingham,Japan,6,5.58
Sheriff of Nottingham,Latvia,4,7.5
Sheriff of Nottingham,Lithuania,6,8.38
Sheriff of Nottingham,Macedonia,1,8
Sheriff of Nottingham,Malaysia,3,8.83
Sheriff of Nottingham,Mexico,12,8.36
Sheriff of Nottingham,Moldova,1,8
Sheriff of Nottingham,Netherlands,8,7.49
Sheriff of Nottingham,New Zealand,3,7.83
Sheriff of Nottingham,Norway,8,6.75
Sheriff of Nottingham,Peru,1,7
Sheriff of Nottingham,Philippines,5,8
Sheriff of Nottingham,Poland,30,7.62
Sheriff of Nottingham,Portugal,12,7.66
Sheriff of Nottingham,Romania,11,8.28
Sheriff of Nottingham,Russia,5,7
Sheriff of Nottingham,Saudi Arabia,2,7.25
Sheriff of Nottingham,Republic of Serbia,7,8.76
Sheriff of Nottingham,Slovakia,2,7.95
Sheriff of Nottingham,South Africa,4,6.13
Sheriff of Nottingham,South Korea,4,7.63
Sheriff of Nottingham,Spain,25,7.22
Sheriff of Nottingham,Sweden,15,7.37
Sheriff of Nottingham,Switzerland,2,7
Sheriff of Nottingham,Taiwan,5,7.28
Sheriff of Nottingham,Thailand,4,6.75
Sheriff of Nottingham,Ukraine,2,7.5
Sheriff of Nottingham,USA,634,7.44
Sheriff of Nottingham,Uruguay,1,8.5
Sheriff of Nottingham,Venezuela,1,4
Sheriff of Nottingham,Vietnam,2,7
Small World,Albania,1,6
Small World,Argentina,17,7.83
Small World,Australia,94,7.49
Small World,Austria,12,7.08
Small World,Belarus,3,8.67
Small World,Belgium,49,8.1
